TXNAME,TXNAME*GENEID
NM_001181002.1,NM_001181002.1*SEC27
NM_001181000.3,NM_001181000.3*RPL1B
NM_001180999.1,NM_001180999.1*PCL10
NM_001180998.1,NM_001180998.1*ITC1
NM_001180995.3,NM_001180995.3*CEG1
NM_001180991.3,NM_001180991.3*SCS3
NM_001180990.1,NM_001180990.1*MET13
NM_001180988.1,NM_001180988.1*RPS2
NM_001180984.1,NM_001180984.1*COQ8
NM_001180982.3,NM_001180982.3*YGL117W
NM_001180981.1,NM_001180981.1*CDC20
NM_001180980.1,NM_001180980.1*SNF4
NM_001180979.1,NM_001180979.1*YGL114W
NM_001180978.3,NM_001180978.3*SLD3
NM_001180976.1,NM_001180976.1*NSA1
NM_001180971.1,NM_001180971.1*MLC1
NM_001180970.1,NM_001180970.1*ARC1
NM_001180968.1,NM_001180968.1*RPL28
NM_001180966.1,NM_001180966.1*YGL101W
NM_001180965.1,NM_001180965.1*SEH1
NM_001180964.3,NM_001180964.3*LSG1
NR_132178.1,NR_132178.1*snR82
NM_001180963.1,NM_001180963.1*USE1
rna-tH(GUG)G2,rna-tH(GUG)G2*tH(GUG)G2
NM_001180962.1,NM_001180962.1*SRM1
NM_001180961.1,NM_001180961.1*TOS8
rna-tE(UUC)G1,rna-tE(UUC)G1*SOE1
NM_001180958.1,NM_001180958.1*SPC105
NM_001180957.1,NM_001180957.1*NUP145
NM_001180955.1,NM_001180955.1*LIF1
NM_001348836.1,NM_001348836.1*YGL088W
NR_132179.1,NR_132179.1*snR10
NM_001180951.3,NM_001180951.3*MAD1
NM_001180950.1,NM_001180950.1*LCL3
NM_001180948.1,NM_001180948.1*SCY1
NM_001180947.3,NM_001180947.3*YGL082W
NM_001180946.1,NM_001180946.1*YGL081W
NM_001180945.1,NM_001180945.1*MPC1
NM_001180944.1,NM_001180944.1*KXD1
NM_001180938.3,NM_001180938.3*HSF1
NM_001180936.1,NM_001180936.1*AFT1
NM_001180933.1,NM_001180933.1*MNP1
NM_001180932.3,NM_001180932.3*NPY1
NM_001180931.1,NM_001180931.1*SGF73
NM_001180928.4,NM_001180928.4*PUS2
NM_001180927.1,NM_001180927.1*PYC1
NM_001180925.1,NM_001180925.1*YBP2
NM_001180924.4,NM_001180924.4*PKP2
NM_001180923.1,NM_001180923.1*RAD6
NM_001180920.3,NM_001180920.3*OLE1
NM_001180918.1,NM_001180918.1*PRM8
NM_001180916.1,NM_001180916.1*MST27
rna-tR(UCU)G1,rna-tR(UCU)G1*tR(UCU)G1
NM_001180915.3,NM_001180915.3*TYW3
NM_001180912.1,NM_001180912.1*ALG13
NM_001180910.3,NM_001180910.3*RIM8
NM_001180908.1,NM_001180908.1*DST1
NM_001184647.4,NM_001184647.4*YGL041W-A
rna-tL(CAA)G2,rna-tL(CAA)G2*SUP54
NM_001180904.1,NM_001180904.1*YGL039W
NM_001180901.1,NM_001180901.1*YGL036W
NM_001180898.2,NM_001180898.2*HOP2
NM_001180895.1,NM_001180895.1*RPL30
NM_001180894.1,NM_001180894.1*CGR1
NM_001180887.1,NM_001180887.1*STT3
NM_001180886.1,NM_001180886.1*ALK1
NM_001180884.3,NM_001180884.3*CKB1
NM_001180882.1,NM_001180882.1*ATE1
NM_001180881.1,NM_001180881.1*KAP122
NM_001180879.1,NM_001180879.1*PUF4
NM_001180877.1,NM_001180877.1*ERG4
NM_001180875.1,NM_001180875.1*MPO1
NM_001348838.1,NM_001348838.1*BRP1
NM_001184634.1,NM_001184634.1*YGL006W-A
NM_001180871.1,NM_001180871.1*PMC1
NM_001180867.1,NM_001180867.1*ERP6
NM_001181132.1,NM_001181132.1*CUL3
NM_001181133.1,NM_001181133.1*PEX31
NM_001181135.1,NM_001181135.1*PRP18
NM_001181136.1,NM_001181136.1*ECT1
NM_001181139.1,NM_001181139.1*NMA2
NM_001181141.1,NM_001181141.1*MCY1
NM_001181142.1,NM_001181142.1*SNU71
NM_001181143.3,NM_001181143.3*MSB2
NM_001181145.1,NM_001181145.1*YGR016W
NM_001181146.1,NM_001181146.1*YGR017W
NM_001181148.3,NM_001181148.3*UGA1
NM_001181150.1,NM_001181150.1*YGR021W
NM_001181152.1,NM_001181152.1*MTL1
rna-tD(GUC)G1,rna-tD(GUC)G1*tD(GUC)G1
NM_001348839.1,NM_001348839.1*YGR025W
NM_001181155.3,NM_001181155.3*YGR026W
NM_001184431.1,NM_001184431.1*YGR027W-A
NM_001184432.2,NM_001184432.2*YGR027W-B
rna-tE(UUC)G3,rna-tE(UUC)G3*tE(UUC)G3
NM_001181157.3,NM_001181157.3*MSP1
NM_001181158.3,NM_001181158.3*ERV1
NR_132182.1,NR_132182.1*snR46
NM_001181160.1,NM_001181160.1*IMO32
NM_001181161.3,NM_001181161.3*GSC2
NM_001181163.1,NM_001181163.1*RPL26B
NM_001184648.1,NM_001184648.1*YGR035W-A
NM_001181167.1,NM_001181167.1*ORM1
NM_001348840.1,NM_001348840.1*YGR039W
NM_001181169.3,NM_001181169.3*KSS1
NM_001181170.3,NM_001181170.3*BUD9
NM_001181171.1,NM_001181171.1*MTE1
NM_001181175.3,NM_001181175.3*TAM41
NM_001181177.1,NM_001181177.1*UFD1
NM_001181178.1,NM_001181178.1*SCM4
NM_001181181.1,NM_001181181.1*FMP48
NM_001181183.4,NM_001181183.4*YGR054W
NM_001181184.1,NM_001181184.1*MUP1
NM_001181185.1,NM_001181185.1*RSC1
NM_001181187.2,NM_001181187.2*PEF1
NM_001181188.3,NM_001181188.3*SPR3
NR_132183.1,NR_132183.1*snR48
NM_001181189.3,NM_001181189.3*ERG25
NM_001181199.2,NM_001181199.2*ROM1
NM_001181201.1,NM_001181201.1*UPF3
NM_001181203.3,NM_001181203.3*SMD1
NM_001181208.1,NM_001181208.1*YGR079W
NM_001181209.3,NM_001181209.3*TWF1
NM_001181211.1,NM_001181211.1*TOM20
NM_001181217.1,NM_001181217.1*CTT1
NM_001181218.1,NM_001181218.1*NNF2
rna-tT(UGU)G1,rna-tT(UGU)G1*tT(UGU)G1
NM_001181219.3,NM_001181219.3*UTP22
NM_001181220.1,NM_001181220.1*PRP31
NM_001181221.3,NM_001181221.3*DBF2
NM_001181222.3,NM_001181222.3*DRN1
NM_001181223.1,NM_001181223.1*VAS1
NM_001181225.3,NM_001181225.3*TPC1
NM_001181226.1,NM_001181226.1*ASK10
NM_001181228.3,NM_001181228.3*TEL2
NM_001181229.1,NM_001181229.1*MDR1
NM_001181230.1,NM_001181230.1*PCP1
NM_001181232.1,NM_001181232.1*NOP7
NM_001181234.3,NM_001181234.3*VMA21
rna-tL(GAG)G,rna-tL(GAG)G*tL(GAG)G
NM_001181237.1,NM_001181237.1*CLB1
NM_001184380.3,NM_001184380.3*YGR109W-A
NM_001184381.2,NM_001184381.2*YGR109W-B
NM_001181239.3,NM_001181239.3*CLD1
NM_001181240.1,NM_001181240.1*YGR111W
NM_001181241.1,NM_001181241.1*SHY1
NM_001181242.3,NM_001181242.3*DAM1
NM_001181245.1,NM_001181245.1*SPT6
NM_001181247.3,NM_001181247.3*RPS23A
rna-tN(GUU)G,rna-tN(GUU)G*tN(GUU)G
NM_001184551.1,NM_001184551.1*YGR121W-A
NM_001181251.3,NM_001181251.3*YGR122W
rna-tR(UCU)G3,rna-tR(UCU)G3*tR(UCU)G3
rna-tI(AAU)G,rna-tI(AAU)G*tI(AAU)G
NM_001181253.1,NM_001181253.1*ASN2
NM_001181254.1,NM_001181254.1*YGR125W
NM_001181255.3,NM_001181255.3*YGR126W
NM_001181256.1,NM_001181256.1*YGR127W
NM_001181258.3,NM_001181258.3*SYF2
NM_001181260.1,NM_001181260.1*FHN1
NM_001181262.1,NM_001181262.1*PEX4
NM_001181263.3,NM_001181263.3*CAF130
NM_001181264.3,NM_001181264.3*PRE9
NM_001181265.1,NM_001181265.1*LSB1
NM_001181269.3,NM_001181269.3*CBF2
NM_001181270.1,NM_001181270.1*VPS62
NM_001181271.3,NM_001181271.3*BTN2
rna-tA(AGC)G,rna-tA(AGC)G*tA(AGC)G
NM_001181272.3,NM_001181272.3*SKN1
rna-tG(UCC)G,rna-tG(UCC)G*SUF4
NM_001181273.1,NM_001181273.1*THI4
NM_001181274.2,NM_001181274.2*ENP2
NM_001181278.1,NM_001181278.1*GPC1
rna-tA(UGC)G,rna-tA(UGC)G*tA(UGC)G
NM_001181282.2,NM_001181282.2*YGR153W
NM_001181284.3,NM_001181284.3*CYS4
NM_001181285.1,NM_001181285.1*PTI1
NM_001181286.1,NM_001181286.1*CHO2
NM_001184675.3,NM_001184675.3*YGR161W-C
NM_001184401.1,NM_001184401.1*YGR161W-A
NM_001184402.2,NM_001184402.2*YGR161W-B
rna-tV(AAC)G2,rna-tV(AAC)G2*tV(AAC)G2
NM_001181291.3,NM_001181291.3*TIF4631
NM_001181292.3,NM_001181292.3*GTR2
NM_001348843.1,NM_001348843.1*YGR164W
NM_001181294.1,NM_001181294.1*MRPS35
NM_001181295.1,NM_001181295.1*TRS65
NM_001181296.3,NM_001181296.3*CLC1
NM_001181299.1,NM_001181299.1*PSD2
NM_001181302.1,NM_001181302.1*RBG2
rna-tG(GCC)G1,rna-tG(GCC)G1*tG(GCC)G1
NM_001184595.3,NM_001184595.3*YGR174W-A
NM_001181310.3,NM_001181310.3*TIM13
NM_001181315.1,NM_001181315.1*TFG1
rna-tK(CUU)G3,rna-tK(CUU)G3*tK(CUU)G3
NM_001181320.1,NM_001181320.1*HIP1
NM_001181324.3,NM_001181324.3*SKI6
NM_001181327.3,NM_001181327.3*YPP1
NM_001181328.1,NM_001181328.1*PMT6
NM_001181332.1,NM_001181332.1*YCH1
NM_001181333.3,NM_001181333.3*ADE3
NM_001181334.3,NM_001181334.3*TDA10
NM_001181335.3,NM_001181335.3*MVB12
NM_001181337.1,NM_001181337.1*SER2
NM_001181340.3,NM_001181340.3*ZPR1
NM_001181341.3,NM_001181341.3*SLI1
NM_001181343.1,NM_001181343.1*RPS0A
NM_001181344.3,NM_001181344.3*RSM27
NM_001181346.3,NM_001181346.3*CCH1
NM_001181347.3,NM_001181347.3*CRM1
NM_001181351.3,NM_001181351.3*PET54
NM_001181353.3,NM_001181353.3*AZR1
NM_001181354.3,NM_001181354.3*AMA1
NM_001181356.2,NM_001181356.2*DIE2
NM_001181359.3,NM_001181359.3*BNS1
NM_001181361.3,NM_001181361.3*NAS6
NM_001181363.1,NM_001181363.1*YHB1
NM_001181372.1,NM_001181372.1*MPC3
NM_001181376.1,NM_001181376.1*CPD1
NM_001181377.3,NM_001181377.3*SOL4
NM_001181378.1,NM_001181378.1*MGA1
NM_001181380.3,NM_001181380.3*NOP19
NM_001181381.1,NM_001181381.1*GCN5
NM_001181383.3,NM_001181383.3*ENO1
rna-tT(UGU)G2,rna-tT(UGU)G2*tT(UGU)G2
NM_001181385.3,NM_001181385.3*GND2
NM_001181389.1,NM_001181389.1*TNA1
NM_001181395.1,NM_001181395.1*YGR266W
NM_001181399.1,NM_001181399.1*YTA7
NM_001181400.4,NM_001181400.4*SLH1
NM_001181404.3,NM_001181404.3*RTT102
NM_001181407.3,NM_001181407.3*CWC22
NM_001181410.3,NM_001181410.3*YOR1
NM_001181417.1,NM_001181417.1*MAL13
NM_001181421.3,NM_001181421.3*MAL12
NM_001181423.1,NM_001181423.1*PAU12
NM_001181425.3,NM_001181425.3*YRF1-3
NM_001181127.1,NM_001181127.1*PAU11
NM_001181123.1,NM_001181123.1*MNT2
NM_001181118.1,NM_001181118.1*RTG2
NM_001181117.1,NM_001181117.1*HFM1
NR_132176.1,NR_132176.1*RME3
NM_001181112.1,NM_001181112.1*RAI1
NM_001181108.1,NM_001181108.1*YGL242C
NM_001181103.1,NM_001181103.1*HAP2
NM_001181102.1,NM_001181102.1*MTO1
NM_001181097.1,NM_001181097.1*EMC4
NM_001181096.1,NM_001181096.1*YGL230C
NM_001181095.1,NM_001181095.1*SAP4
NM_001181091.1,NM_001181091.1*OST5
rna-tV(AAC)G3,rna-tV(AAC)G3*tV(AAC)G3
NM_001181089.1,NM_001181089.1*SDT1
NM_001181088.1,NM_001181088.1*COG1
NM_001181087.1,NM_001181087.1*EDC1
NM_001181086.1,NM_001181086.1*NIF3
NM_001181084.1,NM_001181084.1*MDM34
NM_001181078.1,NM_001181078.1*SKI8
NM_001181071.1,NM_001181071.1*CHC1
rna-tH(GUG)G1,rna-tH(GUG)G1*tH(GUG)G1
NM_001270746.1,NM_001270746.1*YGL204C
NM_001181068.1,NM_001181068.1*KEX1
NM_001181066.1,NM_001181066.1*MCM6
NM_001181065.3,NM_001181065.3*EMP24
NM_001184677.1,NM_001184677.1*YGL194C-A
NM_001181059.1,NM_001181059.1*HOS2
NR_132177.1,NR_132177.1*RME2
NM_001181058.1,NM_001181058.1*YGL193C
NM_001181055.1,NM_001181055.1*CDC55
NM_001181054.1,NM_001181054.1*RPS26A
NM_001184593.3,NM_001184593.3*YGL188C-A
NM_001181052.1,NM_001181052.1*COX4
NM_001181051.1,NM_001181051.1*TPN1
NM_001181050.1,NM_001181050.1*YGL185C
NM_001181049.3,NM_001181049.3*STR3
NM_001181048.1,NM_001181048.1*MND1
NM_001181044.3,NM_001181044.3*TOS3
NM_001181041.1,NM_001181041.1*YGL176C
NM_001181040.1,NM_001181040.1*SAE2
NM_001181038.1,NM_001181038.1*XRN1
NM_001181035.3,NM_001181035.3*SPO74
rna-tK(CUU)G2,rna-tK(CUU)G2*tK(CUU)G2
NM_001181032.1,NM_001181032.1*PMR1
NM_001181029.1,NM_001181029.1*YRB30
NM_001181028.1,NM_001181028.1*RAD54
NM_001181026.3,NM_001181026.3*YIP5
NM_001181019.1,NM_001181019.1*LYS5
NM_001181015.1,NM_001181015.1*INO80
NM_001181012.3,NM_001181012.3*RPL9A
NM_001181011.1,NM_001181011.1*RRT6
NM_001181009.1,NM_001181009.1*ROG1
NM_001181008.3,NM_001181008.3*MRF1
NM_001181007.1,NM_001181007.1*GPI10
NM_001181005.1,NM_001181005.1*YGL140C
NM_001181003.1,NM_001181003.1*YGL138C
NM_001181001.1,NM_001181001.1*MRM2
NM_001180996.1,NM_001180996.1*SNT2
NM_001180994.2,NM_001180994.2*RSM23
NM_001180993.1,NM_001180993.1*CWC23
NM_001180992.1,NM_001180992.1*SOH1
NM_001180989.2,NM_001180989.2*MON1
NM_001180987.3,NM_001180987.3*NAB2
NM_001180986.1,NM_001180986.1*GPG1
NM_001180985.1,NM_001180985.1*PRP43
rna-tW(CCA)G1,rna-tW(CCA)G1*tW(CCA)G1
NM_001348835.1,NM_001348835.1*YGL118C
NM_001180977.1,NM_001180977.1*TAF6
NM_001180975.1,NM_001180975.1*CUE3
NM_001180973.3,NM_001180973.3*YGL108C
NM_001180972.1,NM_001180972.1*RMD9
NM_001180969.3,NM_001180969.3*VPS73
NM_001180960.3,NM_001180960.3*VPS45
NM_001180959.1,NM_001180959.1*PAN2
NM_001180956.3,NM_001180956.3*NBP35
NM_001180954.1,NM_001180954.1*MF(ALPHA)2
NM_001180952.1,NM_001180952.1*MMS2
NM_001180949.1,NM_001180949.1*GUP1
NM_001180943.3,NM_001180943.3*DBP3
NM_001180942.1,NM_001180942.1*HNM1
NM_001180941.1,NM_001180941.1*RPL7A
NR_132180.1,NR_132180.1*snR39
NR_132181.1,NR_132181.1*snR39B
NM_001180940.1,NM_001180940.1*MPS2
NM_001180935.1,NM_001180935.1*RPB9
NM_001180930.1,NM_001180930.1*ALG2
NM_001180929.1,NM_001180929.1*MRH4
NM_001180926.1,NM_001180926.1*DUO1
NM_001180922.1,NM_001180922.1*GEP7
NM_001180921.2,NM_001180921.2*SDS23
NM_001180919.1,NM_001180919.1*ERV14
rna-tE(UUC)G2,rna-tE(UUC)G2*tE(UUC)G2
NM_001180914.1,NM_001180914.1*TIF4632
NM_001180913.1,NM_001180913.1*RPT6
rna-tV(AAC)G1,rna-tV(AAC)G1*tV(AAC)G1
NM_001180909.1,NM_001180909.1*RNA15
NM_001184550.1,NM_001184550.1*YGL041C-B
NM_001180905.1,NM_001180905.1*HEM2
NM_001180903.1,NM_001180903.1*OCH1
NM_001180902.3,NM_001180902.3*PNC1
NM_001180900.1,NM_001180900.1*MIG1
NM_001348837.1,NM_001348837.1*YGL034C
NM_001180897.3,NM_001180897.3*AGA2
NM_001180896.1,NM_001180896.1*RPL24A
rna-tF(GAA)G,rna-tF(GAA)G*tF(GAA)G
NM_001180893.3,NM_001180893.3*SCW11
NM_001180892.1,NM_001180892.1*CWH41
NM_001180891.1,NM_001180891.1*TRP5
NM_001180890.1,NM_001180890.1*PGD1
NM_001180888.3,NM_001180888.3*PIB2
NM_001180885.1,NM_001180885.1*GET1
NM_001180883.1,NM_001180883.1*JAC1
NM_001180880.3,NM_001180880.3*YGL015C
NM_001180878.1,NM_001180878.1*PDR1
NM_001180876.3,NM_001180876.3*SCL1
NM_001180874.1,NM_001180874.1*LEU1
NM_001180873.1,NM_001180873.1*PMA1
NM_001184592.3,NM_001184592.3*YGL007C-A
NM_001180870.1,NM_001180870.1*COG7
NM_001180869.3,NM_001180869.3*RPN14
NM_001180868.1,NM_001180868.1*CDH1
NM_001180866.1,NM_001180866.1*ERG26
NM_001181130.3,NM_001181130.3*EFM5
NM_001181131.1,NM_001181131.1*SWC4
NM_001181134.3,NM_001181134.3*TFG2
NM_001181137.1,NM_001181137.1*STF2
NM_001181138.3,NM_001181138.3*SEC9
NM_001181144.1,NM_001181144.1*YGR015C
NM_001270747.1,NM_001270747.1*YGR018C
NM_001181149.1,NM_001181149.1*VMA7
NM_001181153.3,NM_001181153.3*THG1
NM_001181156.1,NM_001181156.1*RPS25A
rna-tD(GUC)G2,rna-tD(GUC)G2*tD(GUC)G2
NM_001181159.1,NM_001181159.1*POP6
NM_001184658.1,NM_001184658.1*NAG1
NM_001181162.3,NM_001181162.3*TIM21
NM_001181164.1,NM_001181164.1*YGR035C
NM_001181165.3,NM_001181165.3*CAX4
NM_001181166.3,NM_001181166.3*ACB1
rna-tS(AGA)G,rna-tS(AGA)G*tS(AGA)G
NM_001184434.2,NM_001184434.2*YGR038C-B
NM_001184433.1,NM_001184433.1*YGR038C-A
NM_001181172.1,NM_001181172.1*NQM1
NM_001181173.1,NM_001181173.1*RME1
NM_001348841.1,NM_001348841.1*YGR045C
NM_001181176.3,NM_001181176.3*TFC4
NM_001270748.1,NM_001270748.1*YGR050C
NM_001181182.3,NM_001181182.3*YGR053C
NM_001181186.3,NM_001181186.3*LST7
NM_001181190.1,NM_001181190.1*ADE6
NM_001181191.1,NM_001181191.1*COX18
NM_001181192.3,NM_001181192.3*SPT4
NM_001181194.1,NM_001181194.1*VHT1
NM_001181195.3,NM_001181195.3*YGR066C
NM_001181196.4,NM_001181196.4*YGR067C
NM_001181197.1,NM_001181197.1*ART5
NM_001181200.3,NM_001181200.3*ENV11
NM_001181204.3,NM_001181204.3*PRP38
NM_001181205.1,NM_001181205.1*MRPL25
NM_001181206.1,NM_001181206.1*PEX8
NM_001181207.3,NM_001181207.3*PAC10
NM_001181210.3,NM_001181210.3*SLX9
NM_001181212.1,NM_001181212.1*GCD2
NM_001181213.3,NM_001181213.3*MRP13
NM_001181214.1,NM_001181214.1*RPL11B
NM_001181215.3,NM_001181215.3*PIL1
NM_001181216.3,NM_001181216.3*PDC6
NM_001181224.1,NM_001181224.1*RRP46
NM_001181227.3,NM_001181227.3*ESP1
NM_001181231.3,NM_001181231.3*GTF1
NM_001181233.3,NM_001181233.3*SRB5
NM_001181235.1,NM_001181235.1*VOA1
rna-tK(UUU)G2,rna-tK(UUU)G2*tK(UUU)G2
NM_001181238.3,NM_001181238.3*CLB6
rna-tC(GCA)G,rna-tC(GCA)G*tC(GCA)G
NM_001181246.3,NM_001181246.3*YGR117C
NM_001181248.1,NM_001181248.1*NUP57
NM_001181249.1,NM_001181249.1*COG2
NM_001181250.3,NM_001181250.3*MEP1
NM_001181252.3,NM_001181252.3*PPT1
NM_001181257.3,NM_001181257.3*UTP8
NM_001181259.1,NM_001181259.1*YGR130C
NM_001181261.3,NM_001181261.3*PHB1
NM_001181267.1,NM_001181267.1*TPO2
NM_001181275.3,NM_001181275.3*ECL1
NM_001184594.1,NM_001184594.1*YGR146C-A
NM_001181276.3,NM_001181276.3*NAT2
NM_001181277.3,NM_001181277.3*RPL24B
NM_001181279.1,NM_001181279.1*CCM1
NM_001181281.3,NM_001181281.3*RSR1
NM_001181283.3,NM_001181283.3*GTO1
NM_001181287.3,NM_001181287.3*MTR3
NM_001181288.1,NM_001181288.1*NSR1
NM_001181290.3,NM_001181290.3*RTS3
NM_001184400.4,NM_001184400.4*YGR161C-D
NM_001184399.1,NM_001184399.1*YGR161C-C
rna-tR(UCU)G2,rna-tR(UCU)G2*tR(UCU)G2
NM_001181297.1,NM_001181297.1*YGR168C
NM_001181298.3,NM_001181298.3*PUS6
NM_001184531.3,NM_001184531.3*LSO2
NM_001181300.1,NM_001181300.1*MSM1
NM_001181301.3,NM_001181301.3*YIP1
NM_001181303.3,NM_001181303.3*CBP4
NM_001181304.1,NM_001181304.1*ERG1
NM_001181306.1,NM_001181306.1*ATF2
NM_001181307.3,NM_001181307.3*PBP1
NM_001181308.1,NM_001181308.1*OKP1
NM_001181309.3,NM_001181309.3*RNR4
rna-tL(CAA)G3,rna-tL(CAA)G3*tL(CAA)G3
NM_001181312.1,NM_001181312.1*QCR9
NM_001181313.1,NM_001181313.1*UBR1
NM_001181314.3,NM_001181314.3*TYS1
NM_001181316.3,NM_001181316.3*HGH1
NM_001181317.3,NM_001181317.3*BUB1
NM_001181318.1,NM_001181318.1*CRH1
rna-tW(CCA)G2,rna-tW(CCA)G2*tW(CCA)G2
NM_001181321.3,NM_001181321.3*TDH3
NM_001181322.1,NM_001181322.1*PDX1
NM_001181323.3,NM_001181323.3*XKS1
NM_001181325.1,NM_001181325.1*FYV8
NM_001181326.1,NM_001181326.1*SNG1
NM_001181329.3,NM_001181329.3*ELP2
NM_001181330.3,NM_001181330.3*YGR201C
NM_001181331.1,NM_001181331.1*PCT1
NM_001184596.1,NM_001184596.1*YGR204C-A
NM_001181336.1,NM_001181336.1*CIR1
NM_001181338.3,NM_001181338.3*TRX2
NM_001181339.1,NM_001181339.1*YGR210C
NM_001181342.1,NM_001181342.1*RTA1
NM_001181345.1,NM_001181345.1*GPI1
rna-tG(GCC)G2,rna-tG(GCC)G2*tG(GCC)G2
NM_001181349.1,NM_001181349.1*MRPL9
NM_001181350.2,NM_001181350.2*TOS2
NR_132184.1,NR_132184.1*snR7-L
NR_132185.1,NR_132185.1*snR7-S
NM_001181352.1,NM_001181352.1*HSV2
NM_001181358.1,NM_001181358.1*SMI1
NM_001181360.1,NM_001181360.1*PHB2
NM_001181362.3,NM_001181362.3*PHO81
NM_001181364.1,NM_001181364.1*MIC26
NM_001181365.3,NM_001181365.3*SPG1
NM_001181366.1,NM_001181366.1*YGR237C
NM_001181367.3,NM_001181367.3*KEL2
NM_001181368.3,NM_001181368.3*PEX21
NM_001181369.1,NM_001181369.1*PFK1
NM_001184552.1,NM_001184552.1*YGR240C-A
NM_001181370.3,NM_001181370.3*YAP1802
NM_001181373.3,NM_001181373.3*LSC2
NM_001181374.3,NM_001181374.3*SDA1
NM_001181375.1,NM_001181375.1*BRF1
NM_001181379.3,NM_001181379.3*RIE1
NM_001181382.1,NM_001181382.1*PUP2
NM_001181384.1,NM_001181384.1*COQ6
NM_001181386.3,NM_001181386.3*MTM1
NM_001181387.1,NM_001181387.1*RAD2
NM_001181390.3,NM_001181390.3*APL6
NM_001181391.1,NM_001181391.1*BUD32
NM_001181392.3,NM_001181392.3*SAY1
NM_001181393.3,NM_001181393.3*MES1
NM_001181396.1,NM_001181396.1*FOL2
NM_001181397.3,NM_001181397.3*HUA1
NM_001184474.3,NM_001184474.3*EFG1
NM_001181402.1,NM_001181402.1*YGR273C
NM_001181403.2,NM_001181403.2*TAF1
NM_001181405.1,NM_001181405.1*RNH70
NM_001181406.3,NM_001181406.3*CAB4
NM_001181408.1,NM_001181408.1*SCW4
NM_001181409.1,NM_001181409.1*PXR1
NM_001181411.1,NM_001181411.1*BGL2
NM_001181412.3,NM_001181412.3*YGR283C
NM_001181413.3,NM_001181413.3*ERV29
NM_001181414.1,NM_001181414.1*ZUO1
NM_001181415.1,NM_001181415.1*BIO2
NM_001181416.3,NM_001181416.3*IMA1
NM_001181418.3,NM_001181418.3*MAL11
NM_001181424.1,NM_001181424.1*COS6
NM_001179128.1,NM_001179128.1*COS8
NM_001179124.1,NM_001179124.1*YHL044W
NM_001179123.1,NM_001179123.1*ECM34
NM_001179122.1,NM_001179122.1*YHL042W
NM_001348807.1,NM_001348807.1*YHL041W
NM_001179119.1,NM_001179119.1*EFM1
NM_001179116.1,NM_001179116.1*MUP3
NM_001179110.1,NM_001179110.1*ECM29
NM_001179108.1,NM_001179108.1*WSC4
NM_001179107.1,NM_001179107.1*RIM101
NM_001179105.1,NM_001179105.1*SNF6
NM_001179104.1,NM_001179104.1*RIM4
rna-tH(GUG)H,rna-tH(GUG)H*tH(GUG)H
NM_001179098.1,NM_001179098.1*YHL018W
NM_001179097.1,NM_001179097.1*YHL017W
NM_001184649.1,NM_001184649.1*YHL015W-A
NM_001179095.1,NM_001179095.1*RPS20
NM_001179092.1,NM_001179092.1*YHL012W
NM_001184403.1,NM_001184403.1*YHL009W-A
NM_001184404.2,NM_001184404.2*YHL009W-B
NM_001179084.1,NM_001179084.1*MRP4
NM_001179082.1,NM_001179082.1*HSE1
NM_001179081.1,NM_001179081.1*RPL14B
NM_001179131.1,NM_001179131.1*OSH7
NM_001181426.1,NM_001181426.1*QCR10
NM_001179132.1,NM_001179132.1*LEU5
NM_001179136.1,NM_001179136.1*STP2
NM_001179140.1,NM_001179140.1*RPL27A
NM_001179141.1,NM_001179141.1*DIA4
NM_001179142.1,NM_001179142.1*VPS29
NM_001179144.1,NM_001179144.1*SPO13
rna-tQ(UUG)H,rna-tQ(UUG)H*tQ(UUG)H
NM_001179145.1,NM_001179145.1*MIP6
NM_001179147.1,NM_001179147.1*YSC83
NM_001179150.1,NM_001179150.1*YHR020W
NM_001181428.1,NM_001181428.1*ECM12
NM_001179153.1,NM_001179153.1*MYO1
NM_001179155.1,NM_001179155.1*THR1
NM_001179156.1,NM_001179156.1*VMA16
NM_001179162.1,NM_001179162.1*ERC1
NM_001179163.1,NM_001179163.1*YHR033W
NM_001179165.1,NM_001179165.1*NEL1
NM_001179166.1,NM_001179166.1*BRL1
NM_001179167.1,NM_001179167.1*PUT2
NM_001179168.1,NM_001179168.1*RRF1
NM_001179170.1,NM_001179170.1*BCD1
NM_001179172.1,NM_001179172.1*NCP1
NM_001179175.1,NM_001179175.1*YHR045W
NM_001179178.1,NM_001179178.1*YHK8
NM_001179179.1,NM_001179179.1*FSH1
NM_001179180.1,NM_001179180.1*SMF2
NM_001184652.1,NM_001184652.1*YHR050W-A
NM_001179181.1,NM_001179181.1*COX6
NM_001179182.1,NM_001179182.1*CIC1
NR_132186.1,NR_132186.1*RUF5-1
NR_132187.1,NR_132187.1*RUF5-2
NM_001179189.1,NM_001179189.1*FYV4
NM_001179190.1,NM_001179190.1*VMA22
NM_001179196.1,NM_001179196.1*SSF1
NM_001179197.1,NM_001179197.1*HTD2
NM_001179198.1,NM_001179198.1*DYS1
NM_001179200.1,NM_001179200.1*TRM5
NM_001179201.1,NM_001179201.1*PCL5
NM_001179202.2,NM_001179202.2*ERG7
NM_001184438.1,NM_001184438.1*NOP10
NM_001179203.1,NM_001179203.1*OSH3
NM_001179204.1,NM_001179204.1*QNS1
NM_001179206.1,NM_001179206.1*PTC7
NM_001179208.1,NM_001179208.1*YHR078W
NM_001179211.1,NM_001179211.1*LRP1
NM_001179213.1,NM_001179213.1*SAM35
